unique_id	Manuscript	Editor	Final.Decision.Type	referees_clean	indiv_referees	name	gender	probability	count
606	EMBOJ-2016-96307	Nielsen, Anne	Revise and Re-review	Christian Seiser,Ian Chambers,Michiel Vermeulen	Christian Seiser	Christian	male	0.99	2548
607	EMBOJ-2016-96307	Nielsen, Anne	Revise and Re-review	Christian Seiser,Ian Chambers,Michiel Vermeulen	Ian Chambers	Ian	male	0.99	2159
608	EMBOJ-2016-96307	Nielsen, Anne	Revise and Re-review	Christian Seiser,Ian Chambers,Michiel Vermeulen	Michiel Vermeulen	Michiel	male	1	45
609	EMBOJ-2016-96320	Nielsen, Anne	Revise and Re-review	Vigo Heissmeyer,Denis Lafontaine,Clotilde Thery	Vigo Heissmeyer	Vigo	male	1	2
610	EMBOJ-2016-96320	Nielsen, Anne	Revise and Re-review	Vigo Heissmeyer,Denis Lafontaine,Clotilde Thery	Denis Lafontaine	Denis	male	0.93	577
611	EMBOJ-2016-96320	Nielsen, Anne	Revise and Re-review	Vigo Heissmeyer,Denis Lafontaine,Clotilde Thery	Clotilde Thery	Clotilde	female	1	31
612	EMBOJ-2016-96386	Nielsen, Anne	Revise and Re-review	Ian MacRae,Helge Großhans	Ian MacRae	Ian	male	0.99	2159
613	EMBOJ-2016-96386	Nielsen, Anne	Revise and Re-review	Ian MacRae,Helge Großhans	Helge Großhans	Helge	male	0.93	28
614	EMBOJ-2017-96447	Nielsen, Anne	Reject post review	Eva Gottwein,Nicole Meisner Kober	Eva Gottwein	Eva	female	1	1715
615	EMBOJ-2017-96447	Nielsen, Anne	Reject post review	Eva Gottwein,Nicole Meisner Kober	Nicole Meisner Kober	Nicole Meisner	None	NA	NA
616	EMBOJ-2017-96474	Nielsen, Anne	Revise and Re-review	David Bartel,Yukihide Tomari,Mihaela Zavolan	David Bartel	David	male	1	12593
617	EMBOJ-2017-96474	Nielsen, Anne	Revise and Re-review	David Bartel,Yukihide Tomari,Mihaela Zavolan	Yukihide Tomari	Yukihide	None	NA	NA
618	EMBOJ-2017-96474	Nielsen, Anne	Revise and Re-review	David Bartel,Yukihide Tomari,Mihaela Zavolan	Mihaela Zavolan	Mihaela	female	1	92
619	EMBOJ-2017-96486	Nielsen, Anne	Reject post review	Felix Viana,Emmanuel Deval,David McKemy	Felix Viana	Felix	male	1	657
620	EMBOJ-2017-96486	Nielsen, Anne	Reject post review	Felix Viana,Emmanuel Deval,David McKemy	Emmanuel Deval	Emmanuel	male	1	761
621	EMBOJ-2017-96486	Nielsen, Anne	Reject post review	Felix Viana,Emmanuel Deval,David McKemy	David McKemy	David	male	1	12593
622	EMBOJ-2017-96540	Nielsen, Anne	Revise and Re-review	Eric Masse,Roland Hartmann,Ben Luisi	Eric Masse	Eric	male	1	4110
623	EMBOJ-2017-96540	Nielsen, Anne	Revise and Re-review	Eric Masse,Roland Hartmann,Ben Luisi	Roland Hartmann	Roland	male	1	255
624	EMBOJ-2017-96540	Nielsen, Anne	Revise and Re-review	Eric Masse,Roland Hartmann,Ben Luisi	Ben Luisi	Ben	male	0.99	3363
625	EMBOJ-2017-96567	Nielsen, Anne	Reject post review	Carsten Hansen,Filippo Giancotti,Robert Roeder	Carsten Hansen	Carsten	male	1	119
626	EMBOJ-2017-96567	Nielsen, Anne	Reject post review	Carsten Hansen,Filippo Giancotti,Robert Roeder	Filippo Giancotti	Filippo	male	1	237
627	EMBOJ-2017-96567	Nielsen, Anne	Reject post review	Carsten Hansen,Filippo Giancotti,Robert Roeder	Robert Roeder	Robert	male	1	5222
628	EMBOJ-2017-96571	Nielsen, Anne	Revise and Re-review	Antonin Morillon,David Tollervey,Elizabeth Bayne	Antonin Morillon	Antonin	male	1	43
629	EMBOJ-2017-96571	Nielsen, Anne	Revise and Re-review	Antonin Morillon,David Tollervey,Elizabeth Bayne	David Tollervey	David	male	1	12593
630	EMBOJ-2017-96571	Nielsen, Anne	Revise and Re-review	Antonin Morillon,David Tollervey,Elizabeth Bayne	Elizabeth Bayne	Elizabeth	female	1	3508
631	EMBOJ-2017-96685	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Shmuel Muallem,Daniel Minor,Olaf Pongs	Shmuel Muallem	Shmuel	male	1	16
632	EMBOJ-2017-96685	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Shmuel Muallem,Daniel Minor,Olaf Pongs	Daniel Minor	Daniel	male	1	8180
633	EMBOJ-2017-96685	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Shmuel Muallem,Daniel Minor,Olaf Pongs	Olaf Pongs	Olaf	male	1	65
634	EMBOJ-2017-96700	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Walid Houry,F. Ulrich Hartl,Roberto Zoncu	Walid Houry	Walid	male	0.99	185
635	EMBOJ-2017-96700	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Walid Houry,F. Ulrich Hartl,Roberto Zoncu	F. Ulrich Hartl	F. Ulrich	None	NA	NA
636	EMBOJ-2017-96700	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Walid Houry,F. Ulrich Hartl,Roberto Zoncu	Roberto Zoncu	Roberto	male	1	1956
637	EMBOJ-2017-96717	Nielsen, Anne	Revise and Re-review	Wendy Bickmore,Bennett Van Houten,Vijay Tiwari	Wendy Bickmore	Wendy	female	0.99	1964
638	EMBOJ-2017-96717	Nielsen, Anne	Revise and Re-review	Wendy Bickmore,Bennett Van Houten,Vijay Tiwari	Bennett Van Houten	Bennett Van	None	NA	NA
639	EMBOJ-2017-96717	Nielsen, Anne	Revise and Re-review	Wendy Bickmore,Bennett Van Houten,Vijay Tiwari	Vijay Tiwari	Vijay	male	0.98	319
640	EMBOJ-2017-96751	Nielsen, Anne	Revise and Re-review	Reinhard Luehrmann,Mark Hochstrasser	Reinhard Luehrmann	Reinhard	male	1	22
641	EMBOJ-2017-96751	Nielsen, Anne	Revise and Re-review	Reinhard Luehrmann,Mark Hochstrasser	Mark Hochstrasser	Mark	male	1	6176
642	EMBOJ-2017-96808	Nielsen, Anne	Revise and Re-review	Brendan Battersby,Chris Norbury,Juan Alfonzo	Brendan Battersby	Brendan	male	1	517
643	EMBOJ-2017-96808	Nielsen, Anne	Revise and Re-review	Brendan Battersby,Chris Norbury,Juan Alfonzo	Chris Norbury	Chris	male	0.93	8631
644	EMBOJ-2017-96808	Nielsen, Anne	Revise and Re-review	Brendan Battersby,Chris Norbury,Juan Alfonzo	Juan Alfonzo	Juan	male	0.99	4584
645	EMBOJ-2017-96810	Nielsen, Anne	Reject post review	Thomas Surrey,Rene Medema,Patricia Wadsworth	Thomas Surrey	Thomas	male	1	3753
646	EMBOJ-2017-96810	Nielsen, Anne	Reject post review	Thomas Surrey,Rene Medema,Patricia Wadsworth	Rene Medema	Rene	male	0.81	522
647	EMBOJ-2017-96810	Nielsen, Anne	Reject post review	Thomas Surrey,Rene Medema,Patricia Wadsworth	Patricia Wadsworth	Patricia	female	1	3488
648	EMBOJ-2017-96831	Nielsen, Anne	Revise and Re-review	Jonathon Pines,Hongtao Yu,Rob Wolthuis	Jonathon Pines	Jonathon	male	1	145
649	EMBOJ-2017-96831	Nielsen, Anne	Revise and Re-review	Jonathon Pines,Hongtao Yu,Rob Wolthuis	Hongtao Yu	Hongtao	male	1	1
650	EMBOJ-2017-96831	Nielsen, Anne	Revise and Re-review	Jonathon Pines,Hongtao Yu,Rob Wolthuis	Rob Wolthuis	Rob	male	0.99	2262
651	EMBOJ-2017-96852	Nielsen, Anne	Reject post review	Markus Bohnsack,Elena Conti,David L. Bentley	Markus Bohnsack	Markus	male	1	412
652	EMBOJ-2017-96852	Nielsen, Anne	Reject post review	Markus Bohnsack,Elena Conti,David L. Bentley	Elena Conti	Elena	female	1	1645
653	EMBOJ-2017-96852	Nielsen, Anne	Reject post review	Markus Bohnsack,Elena Conti,David L. Bentley	David L. Bentley	David L.	None	NA	NA
654	EMBOJ-2017-96872	Nielsen, Anne	Reject post review	William Earnshaw,William J Greenleaf	William Earnshaw	William	male	1	2626
655	EMBOJ-2017-96872	Nielsen, Anne	Reject post review	William Earnshaw,William J Greenleaf	William J Greenleaf	William J	male	1	1
656	EMBOJ-2017-96918	Nielsen, Anne	Reject post review	Alexander Tarakhovsky,Olivier Neyrolles,Albert Jeltsch	Alexander Tarakhovsky	Alexander	male	1	1645
657	EMBOJ-2017-96918	Nielsen, Anne	Reject post review	Alexander Tarakhovsky,Olivier Neyrolles,Albert Jeltsch	Olivier Neyrolles	Olivier	male	0.99	715
658	EMBOJ-2017-96918	Nielsen, Anne	Reject post review	Alexander Tarakhovsky,Olivier Neyrolles,Albert Jeltsch	Albert Jeltsch	Albert	male	0.99	723
659	EMBOJ-2017-96958	Nielsen, Anne	Revise only	Patrick Cramer	Patrick Cramer	Patrick	male	1	2877
660	EMBOJ-2017-96956	Nielsen, Anne	Reject post review	N. Henriette Uhlenhaut,Tae-Kyung Kim,Daan Noordermeer	N. Henriette Uhlenhaut	N. Henriette	None	NA	NA
661	EMBOJ-2017-96956	Nielsen, Anne	Reject post review	N. Henriette Uhlenhaut,Tae-Kyung Kim,Daan Noordermeer	Tae-Kyung Kim	Tae-Kyung	None	NA	NA
662	EMBOJ-2017-96956	Nielsen, Anne	Reject post review	N. Henriette Uhlenhaut,Tae-Kyung Kim,Daan Noordermeer	Daan Noordermeer	Daan	male	1	25
663	EMBOJ-2017-96990	Nielsen, Anne	Reject post review	Xiaobing Shi,Dirk Eick,Laszlo Tora	Xiaobing Shi	Xiaobing	male	1	1
664	EMBOJ-2017-96990	Nielsen, Anne	Reject post review	Xiaobing Shi,Dirk Eick,Laszlo Tora	Dirk Eick	Dirk	male	1	213
665	EMBOJ-2017-96990	Nielsen, Anne	Reject post review	Xiaobing Shi,Dirk Eick,Laszlo Tora	Laszlo Tora	Laszlo	male	1	15
666	EMBOJ-2017-97009	Nielsen, Anne	Reject post review	Shona Murphy,David Levens,Andreas Mayer	Shona Murphy	Shona	female	1	82
667	EMBOJ-2017-97009	Nielsen, Anne	Reject post review	Shona Murphy,David Levens,Andreas Mayer	David Levens	David	male	1	12593
668	EMBOJ-2017-97009	Nielsen, Anne	Reject post review	Shona Murphy,David Levens,Andreas Mayer	Andreas Mayer	Andreas	male	1	1021
669	EMBOJ-2017-97038	Nielsen, Anne	Revise and Re-review	Déborah Bourc'his,Ryan Lister,Richard Meehan	Déborah Bourc'his	Déborah	female	1	142
670	EMBOJ-2017-97038	Nielsen, Anne	Revise and Re-review	Déborah Bourc'his,Ryan Lister,Richard Meehan	Ryan Lister	Ryan	male	0.99	4755
671	EMBOJ-2017-97038	Nielsen, Anne	Revise and Re-review	Déborah Bourc'his,Ryan Lister,Richard Meehan	Richard Meehan	Richard	male	1	4381
672	EMBOJ-2017-97079	Nielsen, Anne	Revise and Re-review	Oliver Muhlemann,Elisa Izaurralde,Cosmin Saveanu	Oliver Muhlemann	Oliver	male	0.99	750
673	EMBOJ-2017-97079	Nielsen, Anne	Revise and Re-review	Oliver Muhlemann,Elisa Izaurralde,Cosmin Saveanu	Elisa Izaurralde	Elisa	female	0.99	805
674	EMBOJ-2017-97079	Nielsen, Anne	Revise and Re-review	Oliver Muhlemann,Elisa Izaurralde,Cosmin Saveanu	Cosmin Saveanu	Cosmin	male	1	14
675	EMBOJ-2017-97089	Nielsen, Anne	Revise and Re-review	Ian MacRae,Gunter Meister,Yukihide Tomari	Ian MacRae	Ian	male	0.99	2159
676	EMBOJ-2017-97089	Nielsen, Anne	Revise and Re-review	Ian MacRae,Gunter Meister,Yukihide Tomari	Gunter Meister	Gunter	male	1	35
677	EMBOJ-2017-97089	Nielsen, Anne	Revise and Re-review	Ian MacRae,Gunter Meister,Yukihide Tomari	Yukihide Tomari	Yukihide	None	NA	NA
678	EMBOJ-2017-97129	Nielsen, Anne	Revise and Re-review	Amnon Horovitz,Helen Saibil,Paolo De Los Rios	Amnon Horovitz	Amnon	male	1	14
679	EMBOJ-2017-97129	Nielsen, Anne	Revise and Re-review	Amnon Horovitz,Helen Saibil,Paolo De Los Rios	Helen Saibil	Helen	female	0.99	2201
680	EMBOJ-2017-97129	Nielsen, Anne	Revise and Re-review	Amnon Horovitz,Helen Saibil,Paolo De Los Rios	Paolo De Los Rios	Paolo De Los	None	NA	NA
681	EMBOJ-2017-97138	Nielsen, Anne	Revise and Re-review	Christian Muchardt,Mounia Lagha,Emery H. Bresnick	Christian Muchardt	Christian	male	0.99	2548
682	EMBOJ-2017-97138	Nielsen, Anne	Revise and Re-review	Christian Muchardt,Mounia Lagha,Emery H. Bresnick	Mounia Lagha	Mounia	female	1	9
683	EMBOJ-2017-97138	Nielsen, Anne	Revise and Re-review	Christian Muchardt,Mounia Lagha,Emery H. Bresnick	Emery H. Bresnick	Emery H.	None	NA	NA
684	EMBOJ-2017-97169	Nielsen, Anne	Reject post review	Claude Becker,Allison Mallory,Todd Blevins	Claude Becker	Claude	male	0.81	327
685	EMBOJ-2017-97169	Nielsen, Anne	Reject post review	Claude Becker,Allison Mallory,Todd Blevins	Allison Mallory	Allison	female	1	1033
686	EMBOJ-2017-97169	Nielsen, Anne	Reject post review	Claude Becker,Allison Mallory,Todd Blevins	Todd Blevins	Todd	male	1	847
687	EMBOJ-2017-97212	Nielsen, Anne	Revise and Re-review	Rockland Wiseman,Douglas Cyr,Jeffery Kelly	Rockland Wiseman	Rockland	male	1	1
688	EMBOJ-2017-97212	Nielsen, Anne	Revise and Re-review	Rockland Wiseman,Douglas Cyr,Jeffery Kelly	Douglas Cyr	Douglas	male	1	611
689	EMBOJ-2017-97212	Nielsen, Anne	Revise and Re-review	Rockland Wiseman,Douglas Cyr,Jeffery Kelly	Jeffery Kelly	Jeffery	male	1	148
690	EMBOJ-2017-97342	Nielsen, Anne	Revise only	Tom Misteli	Tom Misteli	Tom	male	1	3736
691	EMBOJ-2017-97480	Nielsen, Anne	Reject post review	Gunnar Schotta,Yoichi Shinkai	Gunnar Schotta	Gunnar	male	1	127
692	EMBOJ-2017-97480	Nielsen, Anne	Reject post review	Gunnar Schotta,Yoichi Shinkai	Yoichi Shinkai	Yoichi	male	1	4
693	EMBOJ-2017-97484	Nielsen, Anne	Reject post review	Helen Saibil,Harm Kampinga	Helen Saibil	Helen	female	0.99	2201
694	EMBOJ-2017-97484	Nielsen, Anne	Reject post review	Helen Saibil,Harm Kampinga	Harm Kampinga	Harm	male	1	7
695	EMBOJ-2017-97554	Nielsen, Anne	Reject post review	Eric Westhof,Anna Marie Pyle	Eric Westhof	Eric	male	1	4110
696	EMBOJ-2017-97554	Nielsen, Anne	Reject post review	Eric Westhof,Anna Marie Pyle	Anna Marie Pyle	Anna Marie	female	1	5
697	EMBOJ-2017-97490	Nielsen, Anne	Revise and Re-review	David Tollervey,Alain Jacquier,Jeffry L. Corden	David Tollervey	David	male	1	12593
698	EMBOJ-2017-97490	Nielsen, Anne	Revise and Re-review	David Tollervey,Alain Jacquier,Jeffry L. Corden	Alain Jacquier	Alain	male	1	482
699	EMBOJ-2017-97490	Nielsen, Anne	Revise and Re-review	David Tollervey,Alain Jacquier,Jeffry L. Corden	Jeffry L. Corden	Jeffry L.	None	NA	NA
700	EMBOJ-2017-97549	Nielsen, Anne	Reject post review	Maruf Ali,Kenji Kohno,Maho Niwa	Maruf Ali	Maruf	male	1	7
701	EMBOJ-2017-97549	Nielsen, Anne	Reject post review	Maruf Ali,Kenji Kohno,Maho Niwa	Kenji Kohno	Kenji	male	0.96	51
702	EMBOJ-2017-97549	Nielsen, Anne	Reject post review	Maruf Ali,Kenji Kohno,Maho Niwa	Maho Niwa	Maho	female	0.73	11
703	EMBOJ-2017-97564	Nielsen, Anne	Reject post review	Francois Bachand,Sebastian Marquardt,Marc Buehler	Francois Bachand	Francois	male	1	290
704	EMBOJ-2017-97564	Nielsen, Anne	Reject post review	Francois Bachand,Sebastian Marquardt,Marc Buehler	Sebastian Marquardt	Sebastian	male	1	1459
705	EMBOJ-2017-97564	Nielsen, Anne	Reject post review	Francois Bachand,Sebastian Marquardt,Marc Buehler	Marc Buehler	Marc	male	1	1555
706	EMBOJ-2017-97602	Nielsen, Anne	Reject post review	Valery Krizhanovsky,Myriam Gorospe,Gunter Meister	Valery Krizhanovsky	Valery	female	0.89	37
707	EMBOJ-2017-97602	Nielsen, Anne	Reject post review	Valery Krizhanovsky,Myriam Gorospe,Gunter Meister	Myriam Gorospe	Myriam	female	1	407
708	EMBOJ-2017-97602	Nielsen, Anne	Reject post review	Valery Krizhanovsky,Myriam Gorospe,Gunter Meister	Gunter Meister	Gunter	male	1	35
709	EMBOJ-2017-97631	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Denis Lafontaine,Gisela Storz,Sarah Woodson	Denis Lafontaine	Denis	male	0.93	577
710	EMBOJ-2017-97631	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Denis Lafontaine,Gisela Storz,Sarah Woodson	Gisela Storz	Gisela	female	0.99	234
711	EMBOJ-2017-97631	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Denis Lafontaine,Gisela Storz,Sarah Woodson	Sarah Woodson	Sarah	female	1	8371
712	EMBOJ-2017-97723	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Jörg Vogel,Andrzej Dziembowski,Martin Turner	Jörg Vogel	Jörg	male	1	53
713	EMBOJ-2017-97723	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Jörg Vogel,Andrzej Dziembowski,Martin Turner	Andrzej Dziembowski	Andrzej	male	0.98	50
714	EMBOJ-2017-97723	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Jörg Vogel,Andrzej Dziembowski,Martin Turner	Martin Turner	Martin	male	1	3568
715	EMBOJ-2017-97826	Nielsen, Anne	By author	Astrid Haase,Sebastian Kadener,Mihaela Zavolan	Astrid Haase	Astrid	female	1	365
716	EMBOJ-2017-97826	Nielsen, Anne	By author	Astrid Haase,Sebastian Kadener,Mihaela Zavolan	Sebastian Kadener	Sebastian	male	1	1459
717	EMBOJ-2017-97826	Nielsen, Anne	By author	Astrid Haase,Sebastian Kadener,Mihaela Zavolan	Mihaela Zavolan	Mihaela	female	1	92
718	EMBOJ-2017-97849	Nielsen, Anne	Reject post review	Vincenzo Pirrotta,Maya Capelson,Jop Kind	Vincenzo Pirrotta	Vincenzo	male	1	350
719	EMBOJ-2017-97849	Nielsen, Anne	Reject post review	Vincenzo Pirrotta,Maya Capelson,Jop Kind	Maya Capelson	Maya	female	0.97	427
720	EMBOJ-2017-97849	Nielsen, Anne	Reject post review	Vincenzo Pirrotta,Maya Capelson,Jop Kind	Jop Kind	Jop	male	1	1
721	EMBOJ-2017-97869	Nielsen, Anne	Revise and Re-review	Haiwei Song,Remco Sprangers,John Gross	Haiwei Song	Haiwei	None	NA	NA
722	EMBOJ-2017-97869	Nielsen, Anne	Revise and Re-review	Haiwei Song,Remco Sprangers,John Gross	Remco Sprangers	Remco	male	1	14
723	EMBOJ-2017-97869	Nielsen, Anne	Revise and Re-review	Haiwei Song,Remco Sprangers,John Gross	John Gross	John	male	0.99	9931
724	EMBOJ-2017-97874	Nielsen, Anne	Reject post review	Russ Carstens,Javier Caceres,Xiang-Dong Fu	Russ Carstens	Russ	male	1	246
725	EMBOJ-2017-97874	Nielsen, Anne	Reject post review	Russ Carstens,Javier Caceres,Xiang-Dong Fu	Javier Caceres	Javier	male	1	1975
726	EMBOJ-2017-97874	Nielsen, Anne	Reject post review	Russ Carstens,Javier Caceres,Xiang-Dong Fu	Xiang-Dong Fu	Xiang-Dong	None	NA	NA
727	EMBOJ-2017-97882	Nielsen, Anne	Reject post review	Laurence Pelletier,Maite Huarte	Laurence Pelletier	Laurence	female	0.75	400
728	EMBOJ-2017-97882	Nielsen, Anne	Reject post review	Laurence Pelletier,Maite Huarte	Maite Huarte	Maite	female	1	83
729	EMBOJ-2017-97953	Nielsen, Anne	Revise and Re-review	Raymund Wellinger,David Zappulla,Michael Stone,Juli Feigon	Raymund Wellinger	Raymund	male	1	15
730	EMBOJ-2017-97953	Nielsen, Anne	Revise and Re-review	Raymund Wellinger,David Zappulla,Michael Stone,Juli Feigon	David Zappulla	David	male	1	12593
731	EMBOJ-2017-97953	Nielsen, Anne	Revise and Re-review	Raymund Wellinger,David Zappulla,Michael Stone,Juli Feigon	Michael Stone	Michael	male	1	11094
732	EMBOJ-2017-97953	Nielsen, Anne	Revise and Re-review	Raymund Wellinger,David Zappulla,Michael Stone,Juli Feigon	Juli Feigon	Juli	female	0.93	182
733	EMBOJ-2017-97965	Nielsen, Anne	Revise and Re-review	Dylan Taatjes,Shona Murphy,Andreas Mayer	Dylan Taatjes	Dylan	male	0.99	785
734	EMBOJ-2017-97965	Nielsen, Anne	Revise and Re-review	Dylan Taatjes,Shona Murphy,Andreas Mayer	Shona Murphy	Shona	female	1	82
735	EMBOJ-2017-97965	Nielsen, Anne	Revise and Re-review	Dylan Taatjes,Shona Murphy,Andreas Mayer	Andreas Mayer	Andreas	male	1	1021
736	EMBOJ-2017-97998	Nielsen, Anne	Reject post review	Jesper Svejstrup,Jeremy Stark,Gaëlle Legube	Jesper Svejstrup	Jesper	male	1	259
737	EMBOJ-2017-97998	Nielsen, Anne	Reject post review	Jesper Svejstrup,Jeremy Stark,Gaëlle Legube	Jeremy Stark	Jeremy	male	0.99	1840
738	EMBOJ-2017-97998	Nielsen, Anne	Reject post review	Jesper Svejstrup,Jeremy Stark,Gaëlle Legube	Gaëlle Legube	Gaëlle	female	1	28
739	EMBOJ-2017-98004	Nielsen, Anne	Revise and Re-review	Benjamin Rowland,Juan Vaquerizas,Adele Marston	Benjamin Rowland	Benjamin	male	1	1475
740	EMBOJ-2017-98004	Nielsen, Anne	Revise and Re-review	Benjamin Rowland,Juan Vaquerizas,Adele Marston	Juan Vaquerizas	Juan	male	0.99	4584
741	EMBOJ-2017-98004	Nielsen, Anne	Revise and Re-review	Benjamin Rowland,Juan Vaquerizas,Adele Marston	Adele Marston	Adele	female	1	236
742	EMBOJ-2017-98061	Nielsen, Anne	Reject post review	Eva van Rooij,Thomas Braun	Eva van Rooij	Eva van	None	NA	NA
743	EMBOJ-2017-98061	Nielsen, Anne	Reject post review	Eva van Rooij,Thomas Braun	Thomas Braun	Thomas	male	1	3753
744	EMBOJ-2017-98036	Nielsen, Anne	Reject post review	Petra Hajkova,François Fuks,Michael Weber	Petra Hajkova	Petra	female	0.99	588
745	EMBOJ-2017-98036	Nielsen, Anne	Reject post review	Petra Hajkova,François Fuks,Michael Weber	François Fuks	François	male	0.99	371
746	EMBOJ-2017-98036	Nielsen, Anne	Reject post review	Petra Hajkova,François Fuks,Michael Weber	Michael Weber	Michael	male	1	11094
747	EMBOJ-2017-98040	Nielsen, Anne	Reject post review	Jeffrey Wilusz,Ian Mohr,Georg Stoecklin	Jeffrey Wilusz	Jeffrey	male	1	932
748	EMBOJ-2017-98040	Nielsen, Anne	Reject post review	Jeffrey Wilusz,Ian Mohr,Georg Stoecklin	Ian Mohr	Ian	male	0.99	2159
749	EMBOJ-2017-98040	Nielsen, Anne	Reject post review	Jeffrey Wilusz,Ian Mohr,Georg Stoecklin	Georg Stoecklin	Georg	male	1	64
750	EMBOJ-2017-98070	Nielsen, Anne	Reject post review	Marc Buehler,Francois Bachand	Marc Buehler	Marc	male	1	1555
751	EMBOJ-2017-98070	Nielsen, Anne	Reject post review	Marc Buehler,Francois Bachand	Francois Bachand	Francois	male	1	290
752	EMBOJ-2017-98083	Nielsen, Anne	Revise and Re-review	Benjamin Rowland,Melina Schuh,Juan Vaquerizas	Benjamin Rowland	Benjamin	male	1	1475
753	EMBOJ-2017-98083	Nielsen, Anne	Revise and Re-review	Benjamin Rowland,Melina Schuh,Juan Vaquerizas	Melina Schuh	Melina	female	0.99	183
754	EMBOJ-2017-98083	Nielsen, Anne	Revise and Re-review	Benjamin Rowland,Melina Schuh,Juan Vaquerizas	Juan Vaquerizas	Juan	male	0.99	4584
755	EMBOJ-2017-98105	Nielsen, Anne	Reject post review	Karen Adelman,Edouard Bertrand	Karen Adelman	Karen	female	1	5462
756	EMBOJ-2017-98105	Nielsen, Anne	Reject post review	Karen Adelman,Edouard Bertrand	Edouard Bertrand	Edouard	male	0.97	60
757	EMBOJ-2017-98123	Nielsen, Anne	Reject post review	Johannes Herrmann,Koreaki Ito,Ian Collinson	Johannes Herrmann	Johannes	male	1	198
758	EMBOJ-2017-98123	Nielsen, Anne	Reject post review	Johannes Herrmann,Koreaki Ito,Ian Collinson	Koreaki Ito	Koreaki	None	NA	NA
759	EMBOJ-2017-98123	Nielsen, Anne	Reject post review	Johannes Herrmann,Koreaki Ito,Ian Collinson	Ian Collinson	Ian	male	0.99	2159
760	EMBOJ-2017-98178	Nielsen, Anne	Reject post review	Gerald Shadel,Robert Lightowlers	Gerald Shadel	Gerald	male	0.99	380
761	EMBOJ-2017-98178	Nielsen, Anne	Reject post review	Gerald Shadel,Robert Lightowlers	Robert Lightowlers	Robert	male	1	5222
762	EMBOJ-2017-98219	Nielsen, Anne	Revise and Re-review	Didier Trono,Federico Calegari	Didier Trono	Didier	male	0.99	204
763	EMBOJ-2017-98219	Nielsen, Anne	Revise and Re-review	Didier Trono,Federico Calegari	Federico Calegari	Federico	male	1	686
764	EMBOJ-2017-98266	Nielsen, Anne	Reject post review	Daniel F. Bogenhagen,Palmiro Cantatore,Robert Crouch	Daniel F. Bogenhagen	Daniel F.	None	NA	NA
765	EMBOJ-2017-98266	Nielsen, Anne	Reject post review	Daniel F. Bogenhagen,Palmiro Cantatore,Robert Crouch	Palmiro Cantatore	Palmiro	None	NA	NA
766	EMBOJ-2017-98266	Nielsen, Anne	Reject post review	Daniel F. Bogenhagen,Palmiro Cantatore,Robert Crouch	Robert Crouch	Robert	male	1	5222
767	EMBOJ-2017-98297	Nielsen, Anne	Reject post review	Wieland Huttner,Ye Zhang,David M. Suter	Wieland Huttner	Wieland	male	1	1
768	EMBOJ-2017-98297	Nielsen, Anne	Reject post review	Wieland Huttner,Ye Zhang,David M. Suter	Ye Zhang	Ye	female	0.58	43
769	EMBOJ-2017-98297	Nielsen, Anne	Reject post review	Wieland Huttner,Ye Zhang,David M. Suter	David M. Suter	David M.	male	1	1
770	EMBOJ-2017-98333	Nielsen, Anne	Reject post review	Michael Schlame,Jean-Claude Martinou,Eric A. Shoubridge	Michael Schlame	Michael	male	1	11094
771	EMBOJ-2017-98333	Nielsen, Anne	Reject post review	Michael Schlame,Jean-Claude Martinou,Eric A. Shoubridge	Jean-Claude Martinou	Jean-Claude	male	0.98	53
772	EMBOJ-2017-98333	Nielsen, Anne	Reject post review	Michael Schlame,Jean-Claude Martinou,Eric A. Shoubridge	Eric A. Shoubridge	Eric A.	None	NA	NA
773	EMBOJ-2017-98378	Nielsen, Anne	Revise and Re-review	Meritxell Huch,Anne Grapin-Botton,Francesca Spagnoli	Meritxell Huch	Meritxell	female	1	40
774	EMBOJ-2017-98378	Nielsen, Anne	Revise and Re-review	Meritxell Huch,Anne Grapin-Botton,Francesca Spagnoli	Anne Grapin-Botton	Anne	female	1	2461
775	EMBOJ-2017-98378	Nielsen, Anne	Revise and Re-review	Meritxell Huch,Anne Grapin-Botton,Francesca Spagnoli	Francesca Spagnoli	Francesca	female	1	1122
776	EMBOJ-2017-98441	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Martin Eilers,Tae-Kyung Kim,Sven Diederichs	Martin Eilers	Martin	male	1	3568
777	EMBOJ-2017-98441	Nielsen, Anne	Revise and Re-Review - Border Line Reject	Martin Eilers,Tae-Kyung Kim,Sven Diederichs	Tae-Kyung Kim	Tae-Kyung	None	NA	NA
